fid,Артикул,Название товара,Полное описание,Производитель,Цена продажи,Цена старая,Остаток,Изображения,Url,Подкатегория 1,ID товара в InSales,ID варианта товара в InSales
817,KH-1037,Держатель полотенца(прямой) KAISER хром (KH-1037),Держатель полотенца(прямой) KAISER хром (KH-1037) Практичное и стильное решение для современного интерьера. Элемент рассчитан на эксплуатацию в условиях постоянной влажности и смены температур.,KAISER,3100.0,0.0,5,https://static-ru.insales.ru/images/products/1/7682/486219266/medium_32353921-1.jpg,https://santitan.ru/product_by_id/269462168,Wildberries WB,269462168,467765895
818,GR-7002A,Полотенцедержатель поворотный двойной Grampus Coral GR-7002A,Практичное и стильное решение для современного интерьера. Элемент рассчитан на эксплуатацию в условиях постоянной влажности и смены температур.,Grampus,1275.0,0.0,5,https://static-ru.insales.ru/images/products/1/7649/486219233/medium_32353813-1.jpg,https://santitan.ru/product_by_id/269462171,Wildberries WB,269462171,467765903
819,KH-2301,Держатель полотенца KAISER хром (латунь) (KH-2301),Практичное и стильное решение для современного интерьера. Элемент рассчитан на эксплуатацию в условиях постоянной влажности и смены температур.,KAISER,2050.0,0.0,5,https://static-ru.insales.ru/images/products/1/7671/486219255/medium_32353876-1.jpg,https://santitan.ru/product_by_id/269462175,Wildberries WB,269462175,467765911
820,KH-5022,Полка настенная угловая KAISER 202*202*80 Black/нерж (KH-5022),Практичное и стильное решение для современного интерьера. Элемент рассчитан на эксплуатацию в условиях постоянной влажности и смены температур.,KAISER,2210.0,0.0,0,https://static-ru.insales.ru/images/products/1/7719/486219303/medium_32354094-1.jpg,https://santitan.ru/product_by_id/269462178,Wildberries WB,269462178,467765917
821,GR-9508,Мыльница керамика Grampus Alfa (GR-9508),Практичное и стильное решение для современного интерьера. Элемент рассчитан на эксплуатацию в условиях постоянной влажности и смены температур,Grampus,1400.0,0.0,5,https://static-ru.insales.ru/images/products/1/7729/486219313/medium_32354124-1.jpg https://static-ru.insales.ru/images/products/1/7730/486219314/medium_32354124-2.jpg https://static-ru.insales.ru/images/products/1/7731/486219315/medium_32354124-3.jpg,https://santitan.ru/product_by_id/269462180,Wildberries WB,269462180,467765923
822,10053/00,Полотенцедержатель Timo Selene (10053/00),"Полотенцедержатель Timo Selene 10053/00, материал латунь, цвет хром.

## Характеристики:

- Коллекция: Selene
- Назначение: Полотенцедержатель
- Цвет аксессуара: Хром
- Материал: латунь класса А

Комплектация:

- Полотенцедержатель - 1 шт.
- Набор креплений - 1 шт.",TIMO,4098.0,0.0,10,https://static-ru.insales.ru/images/products/1/7740/486219324/medium_32354160-1.jpg https://static-ru.insales.ru/images/products/1/7741/486219325/medium_32354160-2.jpg,https://santitan.ru/product_by_id/269462182,Wildberries WB,269462182,467765926
823,KH-2025,Держатель стакана(стекло) KAISER хром (латунь) (KH-2025),"Держатель стакана(стекло) KAISER хром (латунь) (KH-2025)

Практичное и стильное решение для современного интерьера. Элемент рассчитан на эксплуатацию в условиях постоянной влажности и смены температур.",KAISER,1430.0,0.0,5,https://static-ru.insales.ru/images/products/1/7650/486219234/medium_32353824-1.jpg,https://santitan.ru/product_by_id/269462185,Wildberries WB,269462185,467765929
824,BA39410,Мыльница решетка RUSH Balearic (BA39410),Практичное и стильное решение для современного интерьера. Элемент рассчитан на эксплуатацию в условиях постоянной влажности и смены температур.,RUSH,1762.0,0.0,10,https://static-ru.insales.ru/images/products/1/7651/486219235/medium_32353826-1.jpg https://static-ru.insales.ru/images/products/1/7652/486219236/medium_32353826-2.jpg,https://santitan.ru/product_by_id/269462186,Wildberries WB,269462186,467765933
825,KH-4000,Держатель туалетной бумаги KAISER бронза (латунь) (KH-4000),"Держатель туалетной бумаги KAISER бронза (латунь) (KH-4000)

Практичное и стильное решение для современного интерьера. Элемент рассчитан на эксплуатацию в условиях постоянной влажности и смены температур.",KAISER,2790.0,0.0,5,https://static-ru.insales.ru/images/products/1/7656/486219240/medium_32353831-1.jpg,https://santitan.ru/product_by_id/269462188,Wildberries WB,269462188,467765942
826,GR-9501,Полотенцедержатель трубчатый Grampus Alfa GR-9501,Практичное и стильное решение для современного интерьера. Элемент рассчитан на эксплуатацию в условиях постоянной влажности и смены температур,Grampus,1790.0,0.0,5,https://static-ru.insales.ru/images/products/1/7704/486219288/medium_32354009-1.jpg https://static-ru.insales.ru/images/products/1/7705/486219289/medium_32354009-2.jpg https://static-ru.insales.ru/images/products/1/7706/486219290/medium_32354009-3.jpg,https://santitan.ru/product_by_id/269462190,Wildberries WB,269462190,467765945
827,150042/00,Бумагодержатель с крышкой Timo Nelson (150042/00),"Держатель для туалетной бумаги Timo Nelson 150042/00, материал латунь, цвет хром.

## Характеристики:

- Коллекция: Nelson
- Назначение: Бумагодержатель
- Цвет аксессуара: Хром
- Материал: Латунь класса А
- Ширина: 16 см
- Высота: 16 см
- Длина: 9.4 см

Комплектация:

- Бумагодержатель - 1 шт.
- Набор креплений - 1 шт.
- Инструкция - 1 шт.",TIMO,3499.0,0.0,10,https://static-ru.insales.ru/images/products/1/7717/486219301/medium_32354085-1.jpg https://static-ru.insales.ru/images/products/1/7718/486219302/medium_32354085-2.jpg,https://santitan.ru/product_by_id/269462192,Wildberries WB,269462192,467765948
